"17-AAG","AEW541","AZD0530","AZD6244","Erlotinib","Irinotecan","L-685458","LBW242","Lapatinib","Nilotinib","Nutlin-3","PD-0325901","PD-0332991","PF2341066","PHA-665752","PLX4720","Paclitaxel","Panobinostat","RAF265","Sorafenib","TAE684","TKI258","Topotecan","ZD-6474"
3.1627,0.8511,1.7853,0.7065,1.1964,NA,0.02118,0.4308,2.3603,0.182,0.1267,0.8343,0.4732,0.6365,0.1795,0.3373,2.2575,3.7079,0.8396,0.07455,0.2732,0.3676,1.9513,0.1716
3.8425,0.5793,0.699,0.3868,0.03477,NA,0.04379,0.6508,0.4949,0.9927,0.3684,0.3595,0.9099,0.652,0,0.05878,2.8461,4.546,1.4923,0.8087,0.2655,1.1061,1.0161,0.09347
2.9144,1.3564,0.9781,3.0278,0.2052,3.0189,0.3488,0.3143,0.5271,1.0356,1.5895,4.4123,1.7566,0.926,0.4811,1.7858,7.026,4.4665,1.8795,0.6186,2.255,0.4622,3.6949,1.1044
2.2556,1.1129,0.6943,0.8398,0.4275,NA,0.06644,0.5103,0.2457,0.2853,0.9866,0.8916,0.4081,0.8252,0.2029,0.07696,4.6231,3.1806,1.4521,0.2087,1.8553,0.8019,2.5255,0.4278
5.5367,1.1017,0.1335,0,0.1473,3.9137,0.1205,0.3383,1.582,0.3012,0,0.9213,0.2768,0.2967,0.04652,0.1361,5.5396,5.7776,1.3141,0.8147,1.0628,0.5439,3.126,0.6659
2.575,1.9311,1.016,0.9323,1.8648,3.8767,1.5567,0.8595,1.4168,0.6117,0.9397,1.5386,0.903,1.0025,0.868,0.1516,6.075,3.384,1.9761,0.8336,1.4916,1.6093,3.7305,1.8697
2.8608,1.2566,1.79,1.2882,1.239,4.3888,1.3348,0.3931,0.5553,1.7814,0.6171,2.2155,1.2437,1.1515,1.2391,0.7567,4.882,5.892,2.5952,1.2061,1.8072,1.6761,4.2652,1.7256
2.6177,0.5139,2.3393,1.6161,0.3546,2.651,0.2157,0.1807,0.4225,4.4689,0.26,3.3323,0.1798,1.5732,0.2072,0.5659,4.1212,4.4477,2.2312,0.1151,0.1,1.4739,2.9957,2.3796
2.0796,1.3099,0.9185,3.391,0.49,3.5391,0.1198,0.4954,0.6978,0.654,0.2398,5.1399,0.2735,0.868,0.01668,2.9418,4.24,5.0633,2.1681,0.7755,1.4747,0.9921,2.6133,1.7294
4.9795,0.2815,0.02141,0.4372,0,NA,0.6185,0.4167,0,0.3623,0.2745,0.1012,0.2707,0.6468,0,0.02023,5.6311,3.9164,1.1019,0.2463,0.6457,0.3533,3.7506,1.1728
2.3806,0.3319,0.08418,0.3584,0.002914,0.9154,1.0702,1.0106,0,0,0,0.9748,1.0396,0.3369,0.4424,0.1847,3.5542,3.6394,0.9187,0.4461,0.8891,0.2702,0.4341,0.6093
3.2444,0.5249,0.7199,0.5816,0.9432,2.0817,0.2754,0.1119,0.8911,0.3222,0.3682,1.4506,0.4306,0.46,0.1629,0.1392,3.8856,4.9023,1.5917,0.4915,0.6407,1.2541,2.3197,1.5907
2.9064,0.9253,1.1319,0.314,0.6176,NA,0.4872,1.0266,0.4447,NA,0.4547,0.6229,NA,0.5073,0.453,0.3759,5.9629,3.909,1.9443,0.583,0.7959,1.3124,4.5965,1.5118
2.5464,0.7763,2.3456,0.9563,1.5436,NA,0.3238,0.8158,1.5418,NA,0.5247,1.4756,NA,0.658,0.8592,0,6.2607,4.2531,NA,0.3111,0.5841,1.2325,2.5258,1.3823
1.3119,1.392,0.5506,0.2346,0.1603,2.8245,0,0.1322,0.1513,0.29,0.2304,0.6005,0.6379,0.4803,0.02981,0.1757,5.9739,3.6454,0.9168,0.3812,2.2176,1.218,3.5973,0.4585
4.5868,2.06,3.6528,3.026,1.1808,5.3433,2.1037,0.9377,1.9384,2.5759,1.5578,5.2407,2.1537,1.7637,1.8206,0.9013,7.2501,4.5822,3.2481,1.8656,3.4513,1.2846,6.0318,1.6642
4.5336,1.4882,1.5617,2.824,0.07553,3.4062,0.02159,0.3787,0.429,0.259,0.23,3.7488,0.3324,1.0965,0.5045,0.1083,5.7431,5.4217,1.3487,0.7994,2.0974,0.735,3.8799,1.3838
4.9855,0.5617,0.05838,0.2098,1.1327,4.7234,0.007163,0.4018,0.8071,0,0.1098,0.249,1.0717,1.1621,0.1203,0.6648,7.1403,5.6889,2.1272,0.002441,1.8164,1.6047,4.5568,0.7281
4.5197,0.7745,0.3153,0.3342,0.007088,NA,0.1173,0.2184,0.2492,0.4704,0.5714,0,1.0644,0.9347,0.3775,0.06624,6.9625,5.7256,0.8468,0,0.8332,0.2399,3.4198,1.8715
5.2123,0.5995,0.5686,1.5757,0.18,4.1061,1.7307,0.7376,0.2113,0.358,0.6576,2.7494,0.307,3.6422,2.14,0.0819,5.8234,4.163,2.3323,0.8244,0.5641,1.0145,4.3579,0.3538
3.2581,1.2515,0.2625,0.00429,0.3761,1.4986,0.148,0.4106,0.6075,0.4273,0.04665,0.899,0.302,0,0.9258,0.05401,3.5975,4.287,1.438,0.1997,0.41,0.8439,2.3142,0.573
2.6606,0.3176,0.2042,0.5792,0.3438,3.4797,0,0.5672,0.8744,0.5522,0.7318,0.777,0.6204,0.5643,0,0.3992,3.6733,4.0845,1.1364,0.2289,2.3151,0.6005,3.1009,0.8105
3.7225,2.4006,0.4735,2.179,0.3782,3.8717,1.8304,0.5257,0.8492,0.838,1.0518,2.9593,2.1591,1.1504,1.5495,0.333,4.819,5.5941,1.4718,0.9686,2.9462,1.0816,3.1229,1.2083
3.3586,1.5338,2.4599,1.4634,1.5452,5.5993,1.6808,1.8489,1.4487,1.8004,1.6592,1.74,2.7305,1.8084,2.6088,1.8282,6.7558,5.9569,3.5251,2.8323,1.5482,2.0937,5.7389,1.9845
6.104,2.5881,2.5768,2.892,2.0672,4.9124,2.1439,0.9584,2.3191,2.979,2.0047,3.6304,2.0811,2.741,2.4402,1.403,7.0911,6.4125,3.289,5.7935,4.6298,5.4525,5.6936,1.3969
3.875,0.4603,0.3816,0.1858,0.2041,NA,0.029,0.7722,0.3634,NA,0.1315,0.5833,NA,0.1384,1.1972,0,6.6116,5.0863,NA,0.1042,0.5558,0.8975,2.2823,0.7898
2.8561,1.0837,0.3467,0.1261,0.2684,2.5822,0.3831,0.439,0.392,0.6128,0.702,0.6039,0.1568,0.9935,0.06791,0.06749,4.6902,4.5306,1.4205,0,1.9641,0.5424,2.5565,0.8979
3.6676,0.5041,0.7174,1.2301,0.3184,NA,0.08544,0.8363,0.3716,0.5277,1.0383,2.492,0.7796,0.8487,0.3346,0.8892,5.3017,4.4962,2.1076,0.7464,1.6265,1.7164,3.1705,1.103
4.7653,0.798,1.2751,0.08808,0.662,4.6028,0.3058,0.1353,0.5777,0.4625,0.1314,0.6409,0.01538,0.7133,0.1776,0.0554,6.7078,4.9662,1.8268,0.6078,1.9009,1.3784,5.3324,1.2426
1.0754,0.5824,0,0.4517,0.06946,3.195,0.004055,0,0.2613,0.1775,0.06517,0,0,0.286,0,0.06505,1.7118,3.5793,0.6779,0,0,0.5458,2.8124,0.3715
3.8781,0.7336,1.4315,0.1612,0.6025,NA,0.6582,1.0831,0.3304,NA,0.5254,0.8311,NA,1.1355,0.3567,0.581,5.3744,4.6853,NA,0.4457,1.5621,1.299,4.8723,0.6619
3.0332,0.6452,0,1.0545,0.67,4.533,0.7164,1.0691,0.2531,0,0.3264,0.351,0.5989,0.3619,0.2403,0.136,4.6431,5.3657,0.4474,0.4186,0.3275,0.3037,4.1958,0.2687
3.5108,1.2383,1.4866,3.1961,0.7121,NA,0.4863,1.249,0.2706,NA,1.0899,2.7295,NA,0.9098,0.7558,0.5758,5.549,3.6257,2.203,1.5557,1.9109,1.2805,3.8423,0.7984
4.4088,0.645,1.137,1.3757,0.1102,3.5342,0.312,0.7641,0.4067,0.9951,1.2283,1.4276,0.8939,1.0166,0.4951,0.3552,6.0005,4.3192,1.5553,0.7501,1.3743,0.6937,3.7848,1.0475
5.2972,1.8219,1.1726,0.4363,1.1779,3.7968,0.09673,1.3409,0.6303,0.05606,0.2892,0.1421,0.343,1.3442,0.5645,0.03845,6.0169,4.6373,1.632,0.6177,2.2016,1.3166,2.9384,1.0918
2.7409,0.9139,0.9871,2.526,1.1241,NA,0.3069,0.2866,1.4545,0.2995,1.3545,3.2706,1.143,1.1761,0.134,0.5632,4.4405,3.208,2.1873,0.08526,2.1361,0.8879,0.9215,0.7915
3.7468,0.5229,0.4326,0.486,0.2836,1.6349,0.1539,0.1114,0.2469,0,0.03238,0.3876,0.001922,0.3264,0.2623,0.4231,3.5616,3.5689,1.3576,0.1644,0.2048,0.3892,1.0589,0.6673
3.2288,1.0647,0.4409,0.5965,0.1776,NA,0.0838,0.36,0.3184,0.286,0.8828,0.1998,0.4013,0.6033,0.1891,0.03817,1.8457,2.8012,0.9544,0.1783,1.2603,0.98,0.08307,0.7126
1.527,1.3221,1.5767,1.2459,1.6905,NA,0.6435,1.4092,0.918,0.6011,0.7387,1.5472,1.0166,1.035,0.2685,0.9667,5.6099,4.3663,2.3001,0.7917,1.6053,0.7681,3.7898,0.8584
3.9417,1.463,1.3679,2.263,1.4163,NA,0.08039,0.3017,1.6056,0.7619,1.1259,2.844,1.0384,0.8412,0.4783,0.547,4.4458,4.0278,1.2461,0.3309,1.1256,0.6435,1.2867,0.5696
2.4837,0.3412,0.5944,1.2459,0.04829,NA,0.2333,0.7831,0.3271,0.7787,0.1988,1.7867,0.7369,0.6256,0.5504,0.01726,5.8733,4.8627,0.665,0.106,0.6507,0.9622,2.8858,0.8635
1.8947,1.078,0.2443,1.076,0.6008,NA,0.3297,1.6655,1.8562,1.4162,0.8649,0.8604,0.9064,0.673,0.1418,0.9942,5.9981,4.1316,2.1058,0.5777,1.1125,0.4882,1.9441,0.817
4.5681,0.4436,1.9891,0.3713,1.3557,NA,0.6198,0.366,1.0601,0.4834,0.5891,0.0898,0.1289,0.4561,0.03316,0.3035,4.3317,3.4336,1.2499,0.5556,0.8811,0.7558,1.4616,2.4608
2.669,0.8597,0.5989,0.5348,0.2825,NA,0.1886,0.5105,0.6165,0.2314,0.5197,0.4047,0.3582,0.7751,0.2531,0.03442,4.2575,4.0816,0.919,0.2962,0.7857,0.845,2.3495,0.2941
4.712,1.0145,1.2167,3.1254,2.2235,3.2599,0.3766,1.3635,2.1425,0.456,0.4504,3.8767,0.1308,0.806,0.2059,0.2637,4.4421,3.9983,1.8098,0.6144,1.7936,0.5551,2.0451,2.9569
1.6738,1.1923,1.4733,1.2609,1.42,3.1318,0,0.8193,1.678,0.8682,0.9088,2.3507,1.2313,0.9907,0.636,0.1419,3.8862,4.5178,1.9118,0.4801,1.4694,1.3123,3.0734,1.8628
1.4558,0.8491,0.3515,0.333,0.1312,4.3177,0.6287,1.0089,0.5385,0.308,0.2616,0.3607,0.1648,0.3931,0.1112,0.1221,4.6718,5.0687,1.1519,0.1786,0.1368,0.4787,4.8522,0.7705
4.6215,0.7496,1.9617,0.6057,0.5767,NA,0.689,1.6718,0.3413,NA,1.1218,0.92,NA,0.815,1.254,0.9735,6.0885,3.2273,NA,1.7395,1.7164,1.7113,3.4943,2.1679
4.2291,1.1488,0.3243,0.7937,0.2512,NA,0,0.269,0.3039,0.1523,0.679,2.7425,0.4562,0.7983,0,0.4574,5.8456,3.9704,1.9411,0.3336,1.6733,1.1431,1.7974,0.8889
1.6359,0.4367,0.8634,1.1445,0.4024,NA,0,0.4629,0.6214,0.1586,0.6553,1.1635,0.7979,0.04633,0.08983,0.02881,3.6008,NA,1.0381,0.04823,0.3799,0.6117,1.5681,1.9546
3.0418,0.747,1.719,0.08598,1.4395,1.8317,0,0.3543,1.0958,0.4445,0.1337,1.8229,0.09282,0.1219,0.6647,0.5941,2.2967,3.6257,1.5432,0.2687,1.7076,0.6316,1.5602,1.703
5.2552,0.4139,1.1919,2.2654,0.4244,3.1297,0.0133,0.9189,0.1502,0.1953,0.2402,3.546,0.5238,0.2831,0.3796,0.1486,6.0863,4.8531,2.7444,0.03571,0.8856,1.0848,3.279,0.8455
4.244,0.2859,0.4428,1.3191,0.3705,NA,0.24,0.339,0.2708,0,0,1.4783,0.319,0,0.5487,0.03804,4.4533,3.797,0.3902,0.04412,0.1488,0.1312,1.7644,1.6975
3.3781,1.0222,0.5187,0.4696,0.4621,1.7151,0.2325,0.2285,0.3094,0.07336,0.1706,1.2184,0,0.2606,0.1393,0.06596,5.9467,3.3759,1.6132,0.1468,1.3584,0.7472,1.6636,0.2174
3.6954,0.6894,1.094,1.9691,0.6598,2.9776,0.1486,0.2909,0.3635,0.237,0.06515,2.6131,0.09706,0.5123,1.1969,0.4112,4.9461,5.2809,1.5606,0,1.2731,0.9052,2.1728,1.504
3.4569,1.4571,0.4832,0.3972,0.1764,NA,0.03723,0.296,0.3546,0.612,0.6613,1.0669,0.6846,1.1931,0.6195,0,4.676,3.9486,0.8588,0.006447,1.0811,0.9905,2.1324,0.679
4.9167,0.9753,1.8416,1.0569,1.2982,2.5802,0.1499,0.3874,1.2422,0.3102,0.254,2.026,0.1732,0.4445,0,0.2542,5.1832,3.6894,2.3273,0.5507,0.8499,0.973,4.0152,1.7591
2.8877,1.5696,1.8074,0.9725,0.9973,NA,0.04193,0.2806,0.4151,0.4418,1.0087,1.2644,0.7472,1.2299,0.1986,0.2665,4.3199,3.936,2.517,1.0207,1.5411,1.0308,3.4086,0.6648
2.2438,0.4646,0.6582,0.5237,0.4553,NA,0.6169,0.5216,0.8009,0.6032,0.5763,0.8872,0.1523,0.7718,0.4189,0.6078,5.0352,4.3973,0.981,0.5017,2.1719,0.05448,1.0246,1.2854
3.0497,0.7475,0.7401,3.0122,0.4709,NA,0.2508,0.1451,0.3981,0.8483,0.4068,4.1166,0.6578,0.423,0.3437,0.7931,5.5116,3.572,1.5063,1.0198,1.1913,0.9215,4.0293,0.8015
3.2255,1.4213,0.61,0.6744,0.1121,3.8559,0.6459,1.6828,0.6736,0.9206,0.1456,0.9559,0.7345,0.6209,0.3437,0.2859,5.7354,5.3056,1.3993,0.7736,1.3403,1.1127,3.8351,0.4266
4.996,1.71,0.8178,3.0327,0.8959,3.6813,0.3496,0.9173,1.0545,0.5732,0.3708,4.4466,1.274,0.618,0.7922,0.8008,6.6492,4.8641,2.0903,0.4757,1.8716,1.0366,4.4313,0.8166
4.5194,0.9193,1.7978,0.3377,2.0307,3.5838,0.1361,0.1053,3.1451,0.9569,0.3865,0.684,1.1408,0.5128,0.118,0.01563,6.47,5.0943,1.4324,0.1748,1.5386,0.8038,4.5073,1.8922
1.7525,0.4366,0.1918,0.3521,0.198,0.9265,0,0.5285,0.03765,0.07936,0.05811,0.2755,0.04726,0.4162,0.2135,0.7171,2.1174,NA,0.1744,0.3295,0.4014,0.2366,0.0547,0.4416
2.7224,0.7983,0.9192,0.4632,0.8593,3.0723,0.003449,0.3097,0.3527,0.2487,0.4886,1.5899,0.2845,1.8879,0.02345,0.1109,5.1908,4.2462,1.6848,0.5604,4.0317,1.0651,2.8877,0.7584
2.0162,0.6322,0.2167,0.3049,0,NA,0,0.04654,0,0,0.1363,1.589,0.2601,0.1941,0,0,3.207,2.8671,1.3318,0.5957,0.7534,0.8242,2.248,0.2921
5.2895,0.8707,2.0052,2.8138,1.2231,4.9054,0.8573,0.692,1.7222,2.2442,2.3462,3.2309,2.3797,2.2926,0.9438,1.2174,6.627,4.8471,3.5476,1.2132,3.3459,2.4923,5.3799,1.8289
4.2066,1.3268,0.7626,1.0566,0,NA,0.6998,2.0322,0.4302,0.6261,0.8491,2.1937,0.2654,1.136,0.3608,1.1365,6.5769,4.3584,2.016,0.3285,1.688,1.5173,3.0649,1.2023
2.3125,0.5609,0.528,1.2551,0.4111,3.0533,0.1334,1.4321,1.0206,0.1556,0.2141,2.4795,0.7247,0.2978,0.4396,0.1747,4.1579,4.1274,0.9508,0.1305,0.3241,0.1748,1.3742,0.6515
3.558,0.7924,1.0389,0.8245,0.7658,3.7125,0.4763,0.8521,0.2728,0.2073,0.8552,1.184,0.8849,0.4166,0.3236,0.7483,5.6526,3.5626,2.2147,0.7511,1.2638,1.0808,3.3382,0.6913
3.0959,1.0399,1.327,1.3218,1.7382,NA,0.1084,0.2459,1.1902,0.2426,0.4339,1.8972,0.7641,0.5851,0.2016,0.161,3.249,4.0381,1.0461,0.1132,1.4364,0.3888,1.549,1.7242
3.9905,1.1076,1.5032,2.4814,1.9746,2.5264,0,0.08901,1.3463,0.1888,0.03799,3.5462,0,0.1449,0,0.02021,4.7617,3.7953,1.2485,0,0.573,0.3026,1.8001,1.4652
2.8736,1.4275,3.9472,0.5055,4.0635,2.9401,0.1035,0.2523,3.3578,0.7838,0.158,1.436,0.02764,1.2008,0.115,0.1538,3.1413,4.352,0.828,0.1257,2.8646,0.05104,1.6078,4.1439
2.9418,1.0482,0.7506,2.4557,1.6179,NA,0.6911,0.7728,1.4357,0.4732,0.3662,3.6668,0.5514,0.8719,0.1218,0.7734,5.6597,4.264,1.9399,0.4633,1.5223,1.3765,2.0796,1.6435
2.8905,1.1125,0.7499,1.6292,0.3066,3.3047,0.03189,0.12,0.4346,0.1257,0.6243,1.6923,0.5023,0.455,0.2391,0.1424,4.4553,3.8005,0.9033,0.2335,1.205,0.5299,2.5101,0.8277
4.2751,1.0809,0.1118,0.6252,0.06994,NA,0.6794,0.2832,0.1102,NA,0.2963,1.3956,NA,0.3076,0.1941,0.1837,4.9726,4.002,0.9633,0.1393,0.8719,0.4967,3.151,0.8723
2.9933,0.535,0.7849,0.1026,0,3.2016,0.03915,0.6113,0,0.1169,0.421,0.1691,0.7981,0.2855,0,0.07222,5.9668,4.0233,1.3047,0.4904,0.8424,1.2327,2.1326,0.832
3.5106,0.6383,0.8378,0.3785,0.4055,2.9178,0.08763,0.5374,0.7621,0.4237,0.4385,0.8364,0.1026,0.5612,0.1305,0,5.4331,4.0878,1.1235,0.5832,1.397,0.6619,1.9146,0.9695
3.1829,0.3716,1.452,0.3915,0.2912,NA,0.4379,0.6297,0.2396,0.5991,0.3702,0.8152,0.5271,0,0.5762,0.3382,4.6377,2.9629,0.23,0.8969,0.1524,0.1195,1.1787,1.1171
3.3292,0.7852,0,0.5544,0.04207,NA,0,0.5809,0.1778,0.1037,0,0.5376,0.1045,0.389,0.5756,0.03584,4.2852,3.4858,1.4552,0.07339,0.5029,0.5932,1.8313,0.861
1.1851,1.0875,0.5857,0.1862,0.09786,2.6998,0.1818,0.5897,0.3394,0.5492,0.07728,0.2089,0.08016,0.7048,0.6622,0.3142,2.5108,5.3017,0.6757,0.1372,0.8723,0.2489,0.9602,1.225
2.1313,1.3035,1.0985,1.7299,0.3191,1.357,0.6485,0.2611,0.5375,0.5898,0.4471,2.9449,0.315,1.1206,0.1742,0.1817,1.9411,2.9172,0.4526,0.2139,1.3735,0.29,0.2574,1.3125
4.1782,1.5524,1.2293,3.9755,0.8585,NA,0.1817,1.2307,0.5944,0.6162,0.1082,4.5513,0.797,0.7988,0.4446,0.1485,4.5944,4.788,0.9015,0.5534,1.389,0.1588,2.1884,1.3901
1.5995,1.3572,0.2285,0.1913,0.1621,3.0313,0.8398,0.5784,0.4256,0.8719,0.5109,0.1101,0.304,0.7947,0.2943,0.2752,4.6234,5.4403,0.6182,0.5582,1.318,0.6411,1.8683,0.3811
6.109,0.8738,2.0389,1.7723,0.9619,NA,0.6826,0.6739,4.381,1.2436,0.7817,2.0757,0.7402,0.5961,0.4056,0.6974,5.695,4.5723,1.8996,0.4951,1.8145,1.0356,3.5494,1.4258
4.4584,1.2927,4.2576,3.0029,1.5548,4.4747,1.5834,1.8245,1.6375,5.944,1.5495,3.9475,0.8892,2.9461,1.8126,1.7843,6.8572,5.185,2.5185,2.1583,2.6798,2.1103,4.8071,3.1671
2.8123,0.9727,2.2222,1.5972,1.1932,3.6816,0.4514,0.2826,1.0323,0.07783,0.7236,1.3723,0.268,0.5743,0.2992,0.3427,5.2836,4.6118,2.0829,1.3616,2.0012,0.8821,2.0783,1.6073
4.1622,1.0673,0.9751,1.6916,1.82,4.6195,0.7761,0.6979,1.5373,0.5547,0.3105,2.1154,0.1617,0.4736,0.2236,0.8798,7.0402,4.2428,1.7195,1.0741,1.003,0.6742,4.3889,1.772
4.9358,1.0295,2.712,3.634,2.6443,NA,0.2719,0.09055,2.9416,0.8153,0.7802,4.7079,1.2862,1.7116,1.2881,0,6.0989,5.8552,0.6769,0.3093,0.3712,0.7171,3.955,2.6187
3.573,0.3713,0.5346,0.09393,0.2903,NA,0,0.2431,0.3899,0.03021,0.2438,0.5158,0.3161,0.2361,0.4256,0.06317,6.3589,3.7559,1.5412,0.0006212,0.1058,0.6888,3.2347,0.8934
4.2295,1.1281,0.2234,5.9343,0.02743,4.2545,0.2119,0.02479,0.1763,0.8493,0.5748,7.2797,1.6237,1.0041,0.07766,0.9367,6.3485,5.3795,1.8252,1.7042,2.1811,1.4035,4.8885,0.1919
3.5381,2.3013,1.1565,3.0387,1.2901,4.6729,1.9956,0.6852,0.4723,1.1833,1.4452,3.3518,1.8102,1.3689,1.707,1.1923,6.9156,6.1828,1.8725,2.4072,2.9182,2.5062,5.118,2.5859
4.7362,0.5085,0.3956,4.2032,0.01577,3.2961,0,0.501,0.3383,0.3957,0.5333,5.29,0.6016,0.9729,0.2974,0.1104,5.3406,5.165,1.3903,0.1405,1.467,0.6555,3.6049,0.4953
3.2699,1.3307,1.4609,1.541,2.3549,2.8926,0.01683,2.2086,1.5609,0.8543,0.4005,2.3347,0.9908,1.1686,0.3258,0.2198,6.2262,4.345,1.8998,0.4841,1.5289,0.9572,2.622,1.9609
4.7147,0.887,1.5313,0.9345,0.842,4.2414,0.1213,1.6295,1.3948,0.1666,0.1788,1.8762,0.9013,2.6605,0.7694,0.4093,4.8996,4.8403,1.5374,0.2001,1.8779,0.2963,3.252,1.2065
3.252,0.6896,1.508,0.528,1.0886,2.6162,0.7935,0.2671,0.8549,0.6137,0.1837,1.0343,0.501,0.4426,0.142,0.396,6.6738,4.0304,1.8703,0.4858,0.8336,0.8046,2.833,1.581
1.904,0.2968,0.6145,2.8866,0.06366,2.7183,0.117,0.4631,0.1084,0.1742,0.3121,4.1038,0.3628,0.2558,0.01134,0.1695,NA,3.9079,1.4977,0.9837,0.3495,0.5648,3.336,0.3671
3.1534,0.9333,0.6917,0.4856,0.8885,4.3124,0.6987,0,0.03488,0.3997,0.1889,1.3958,0,0.2972,0.6293,0.09389,3.6015,6.84,0.09803,0.1978,0.9299,0.2381,3.6358,0.1063
4.5708,0.8462,0.2935,3.4602,0,2.8504,0,0.727,0.3964,0.6314,0.09546,4.0762,0.072,0.5705,0.07258,0.1413,3.4582,4.7692,1.9905,0.4936,2.2049,0.482,2.9714,0.4307
2.2591,0.3216,0.4466,0,0.3913,1.8003,0.0583,2.0923,0.4367,0.2542,0.3606,0.8609,0.1033,0.1563,0.01486,0,4.5514,3.9406,1.3031,0.6127,1.1837,0.4459,2.9929,0.2029
4.0967,0.6409,1.0565,0.3024,0.532,4.2914,0.2157,0.07678,1.0963,0.6021,0.08894,1.0265,0,1.0091,0.4074,0.1871,6.193,5.1246,1.7808,0.9127,0.7201,1.1174,4.034,0.8507
2.7475,1.0259,1.6191,0.623,0.03859,2.3485,0.2392,1.05,0.6579,0.2676,0.6969,0.3681,0.2611,0.8049,0.1321,0.7003,2.7268,3.3768,1.5302,0.7517,1.112,0.2215,2.4824,0.9599
1.3862,0.4298,0.8493,0.7329,0.1429,1.8955,0.1184,0.4272,0.3303,0.02441,0.1494,0.9977,0.0811,0,0,0.02867,3.0491,3.2763,0.7466,0.3679,0.666,0.3697,1.9364,0.4626
2.0471,0.508,1.9162,0.3445,0.8693,2.6997,0.301,0.1956,0.8776,0.1559,0.5722,0.5565,0.1509,0.3415,0.2041,NA,2.0493,4.7984,2.134,0.7373,0.7926,0.6268,3.5208,NA
2.6965,1.1795,0.3353,1.7805,0.7472,5.5533,1.3994,0.5791,0.7179,0.8608,0.7109,2.4864,1.6728,1.0946,0.7028,0.5583,6.9777,5.9228,2.289,1.325,2.3245,1.9616,5.2524,0.77
2.6454,0.7637,0.07896,3.4009,0.8033,3.9479,1.0578,0.6745,0.3472,0.4948,0.5038,4.5666,0.4643,1.3834,1.3855,0.3729,5.4592,6.1262,3.1639,1.1751,1.5481,1.3363,3.9765,0.4324
2.5398,0.6726,0.3172,0.1024,0,NA,0.1234,0.9634,0.005816,0.12,0.1132,0.2984,0.5391,0.05595,0.5316,0,5.7467,4.2803,0.01284,0.2461,0.04795,0.3664,3.0622,1.4536
3.4803,1.5713,1.669,3.4381,1.0194,2.7868,0.06966,0.2337,1.0355,0.3683,0.6172,4.8153,0.8133,0.8964,0.3393,0.1131,4.0096,4.357,0.9657,0.5173,1.1405,0.647,2.4189,1.9639
4.3483,0.6478,0.9077,1.2338,0.4879,3.4648,0.5476,2.2368,0.7534,0.01959,0.07107,2.1915,0.03994,0.8512,0.2903,0.2345,5.8073,3.6862,2.1313,0.1145,0.9404,0.2957,3.1664,0.7822
2.6612,0.7045,0.7926,1.4602,0.494,1.7691,0.1511,0.3004,0.6503,0.6639,0.3671,2.8214,0.2123,0.5411,0.09142,0.09336,3.9711,3.5197,0.688,0.4002,1.5515,0.4505,1.7677,0.3849
3.2431,1.0935,1.4284,2.0182,0.5347,3.5233,0,0,0.6474,0.2589,0.4299,3.0873,0.1536,0.975,0.2858,0.1674,5.4204,4.0085,0.7633,0.7027,0.773,0.408,3.3451,1.2371
2.4817,1.3212,0.9396,1.4749,0.0789,NA,0.405,0.6972,0.2098,NA,0.4023,2.216,NA,0.4002,0.6979,0.2355,3.2911,3.9954,NA,0.4794,1.4907,0.6359,2.263,0.9198
4.4138,1.5768,3.3372,1.2008,3.7177,NA,1.3271,0.8567,1.6271,NA,0.09898,1.4392,NA,0.5781,1.0704,0.3088,6.7585,4.1845,NA,0.4259,1.7777,1.1328,3.389,3.3291
2.0787,0.4745,1.6719,0.2844,0.5852,1.9126,0.02175,0.1617,0.3291,0.3649,0.4157,0,0.01016,0.1819,0.01305,0.1995,4.2393,3.2379,1.2956,0.4568,0.9641,0.5543,1.5711,0.8141
3.259,0.7562,1.7467,0.2601,1.171,NA,0,0.5354,0.35,0.5337,0.2595,0.8899,0.6917,1.1214,0.8396,0.484,7.1858,5.5938,3.2177,0.06782,1.406,1.5483,4.1862,2.6843
4.3709,0.6571,1.1932,1.5048,0.5614,3.4797,0,0.2971,0.7236,0.1723,0.3042,2.5158,0.07151,0.4587,0.0112,0.4061,5.4913,3.7359,1.8609,0.6839,0.8173,0.8821,2.5477,1.4442
3.7247,1.175,1.4521,3.606,0.3102,2.0877,0,0.2142,0.43,0.221,0.2626,4.299,0.4232,0.5456,0.3306,0.6814,5.3968,4.0222,1.7126,0.06274,1.4209,0.92,0.9304,1.5834
3.0683,0.8059,0.8084,1.0042,0.2714,2.1066,0.2201,0.1425,0.5183,0.3275,0,2.4655,0.4778,0.494,0,0.01353,4.3007,3.8702,1.4062,0.3679,1.2743,0.6624,2.2588,0.4785
4.0595,0.6843,0.8137,0.8398,0.3737,2.4007,0,0.4128,1.2112,0.8893,1.0226,1.2975,0.8374,0.9598,0.1747,0.2036,5.357,4.822,2.0258,0.4683,0.5653,0.9898,1.2708,0.6968
3.4967,0.5187,0.1458,2.4693,0.2199,NA,0.543,0.3796,0.05786,NA,0.2706,3.0172,NA,0.04047,0.7477,0.07306,5.7164,4.1128,NA,0.2279,0.8693,0.2996,2.709,0.4477
3.341,1.5339,0.6628,3.5502,0.7446,NA,0.243,0.7079,0.4053,NA,0.3865,3.7813,NA,0.3333,0.9048,0.6036,5.2985,4.2756,NA,0.5314,1.2875,1.0263,1.2569,0.2302
